Tukityyppi nimi;Elokuvan lajityyppi;Tukihak päätöspvm;Esittelijä nimi;Tuenhakijan nimi;Tukihakemuksen kohde;Tukihakakemuksen päätöseur
Tuotantotuki;Lyhyt elokuva;27.4.2011;Joona Louhivuori;Medeia Oy;Jumalattaren paluu;22 000
Tuotantotuki;Lyhyt elokuva;22.3.2011;Joona Louhivuori;Ijäs Jan;Risto Jarva palkinto 2011;10 000
Tuotantotuki;Lyhyt elokuva;9.12.2010;Joona Louhivuori;Making Movies - Nordberg & Aho Oy;TSÄGÄATERIA (35 mm);1 000
Tuotantotuki;Lyhyt elokuva;3.11.2010;Jukka Asikainen;Elokuvayhtiö Oy Aamu Ab;TAULUKAUPPIAAT;154 366
Tuotantotuki;Lyhyt elokuva;1.10.2010;Jukka Asikainen;Helsinki-filmi Oy;LYDIA;60 000
Tuotantotuki;Lyhyt elokuva;30.8.2010;Miia Haavisto;Refuture Ventures Ab;LIV;40 000
Tuotantotuki;Lyhyt elokuva;27.8.2010;Jukka Asikainen;Juonifilmi Oy;LIKAINEN POMMI;325 000
Tuotantotuki;Lyhyt elokuva;1.7.2010;Miia Haavisto;Mutanen Enterprises Oy;ELMA JA LIISA (työnimi);30 000
Tuotantotuki;Lyhyt elokuva;6.11.2009;Miia Haavisto;Cine Works Oy;L´ARTISTE (ent. Marc ja basiliski) (elvytys);40 000
Tuotantotuki;Lyhyt elokuva;14.9.2009;Miia Haavisto;Blind Spot Pictures Oy;ONNELLISET LÄSKIT (elvytys);66 000
Tuotantotuki;Lyhyt elokuva;10.9.2009;Miia Haavisto;Five Years Production Oy;AIRS ABOVE THE GROUND;40 000
Tuotantotuki;Lyhyt elokuva;8.9.2009;Miia Haavisto;Solar Films Inc. Oy;PIKKUVELI (ent. Mitä meistä jää)(Novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;3.9.2009;Miia Haavisto;Leino Production Oy;LARGO (elvytys);50 000
Tuotantotuki;Lyhyt elokuva;24.8.2009;Miia Haavisto;MRP Matila Röhr Productions Oy;ILMIANTO (Novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;26.6.2009;Miia Haavisto;Edith Film Oy;VAKTMÄSTAREN (VAHTIMESTARI) (elvytys);100 000
Tuotantotuki;Lyhyt elokuva;24.6.2009;Miia Haavisto;Elokuvayhtiö Oy Aamu Ab;ÄLÄ KUISKAA YSTÄVÄN SUUHUN (elvytys);40 000
Tuotantotuki;Lyhyt elokuva;23.6.2009;Miia Haavisto;Askel tuotannot ky;LOPUN ALKUJA;25 500
Tuotantotuki;Lyhyt elokuva;18.6.2009;Miia Haavisto;Blind Spot Pictures Oy;TOKIO BABY (Novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;4.3.2009;Jukka Asikainen;Jörn Donner Productions Oy;KUULUSTELU (tv-sarja 2x50);120 000
Tuotantotuki;Lyhyt elokuva;26.2.2009;Miia Haavisto;Coop Ultravioletti Oy;LATE FRAGMENTS;12 000
Tuotantotuki;Lyhyt elokuva;18.2.2009;Miia Haavisto;First Floor Productions Oy;EI KENENKÄÄN MAA;10 000
Tuotantotuki;Lyhyt elokuva;26.1.2009;Miia Haavisto;Kinoproduction Oy;HARMAA;35 000
Tuotantotuki;Lyhyt elokuva;22.12.2008;Jukka Asikainen;Juonifilmi Oy;HANS;175 000
Tuotantotuki;Lyhyt elokuva;14.10.2008;Elina Kivihalme;For Real Productions FRP Oy;VIIKKO ENNEN VAPPUA (novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;6.10.2008;Miia Haavisto;Helsinki-filmi Oy;SININEN DELFIINI (novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;24.9.2008;Jukka Asikainen;Långfilm Productions Finland Oy;ÄPPELTJUVARNA;100 000
Tuotantotuki;Lyhyt elokuva;11.9.2008;Elina Kivihalme;Askel tuotannot ky;EVOLUUTIOITA;17 000
Tuotantotuki;Lyhyt elokuva;19.8.2008;Elina Kivihalme;Lasihelmi Filmi Oy;KEINU KANSSAIN;65 000
Tuotantotuki;Lyhyt elokuva;19.8.2008;Jukka Asikainen;Kinotar Oy (vanha);POSTIA PAPPI JAAKOBILLE;175 000
Tuotantotuki;Lyhyt elokuva;4.7.2008;Elina Kivihalme;Sputnik Oy;JALIL;60 000
Tuotantotuki;Lyhyt elokuva;25.6.2008;Elina Kivihalme;Cine Works Oy;EN KOSKAAN SANONUT;29 000
Tuotantotuki;Lyhyt elokuva;25.6.2008;Jukka Asikainen;Helsinki-filmi Oy;HIEKKALAATIKOLLA;40 000
Tuotantotuki;Lyhyt elokuva;18.6.2008;Elina Kivihalme;Making Movies - Nordberg & Aho Oy;SUURIN JA KAUNEIN (novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;5.6.2008;Elina Kivihalme;Dionysos Films Oy;KESÄPAIKKA (novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;2.4.2008;Elina Kivihalme;Oy Bufo Ab;LUOTTOMIES;49 500
Tuotantotuki;Lyhyt elokuva;18.3.2008;Elina Kivihalme;Elokuvayhtiö Oy Aamu Ab;KAUPUNKILAISET (novellielokuva);85 000
Tuotantotuki;Lyhyt elokuva;30.1.2008;Elina Kivihalme;Stormborg Productions Oy;REPLICA;10 000
Tuotantotuki;Lyhyt animaatioelokuva;19.11.2015;Pekka Uotila;Elokuvayhtiö Testifilmi Oy;Mannerlaatta;53 000
Tuotantotuki;Lyhyt animaatioelokuva;17.9.2015;Pekka Uotila;Elokuvayhtiö Komeetta Oy;Tiger;50 000
Tuotantotuki;Lyhyt animaatioelokuva;17.9.2015;Pekka Uotila;Osuuskunta Korpipaja;Mixteip;35 000
Tuotantotuki;Dokumenttielokuva;4.6.2010;Miia Haavisto;Kristallisilmä Oy;MARIAN ILMESTYS;75 000
Tuotantotuki;Lyhyt elokuva;4.6.2015;Joona Louhivuori;Elokuvatuotantoyhtiö Made Oy;Ajatuksia rakkaudesta;48 700
Tuotantotuki;Lyhyt elokuva;22.10.2014;Joona Louhivuori;Poolboy Productions Oy;Maartin (kortfilm);35 000
Tuotantotuki;Lyhyt elokuva;24.10.2012;Joona Louhivuori;Filmimaa Oy;FATIMA;100 000
Tuotantotuki;Lyhyt elokuva;26.6.2009;Miia Haavisto;Edith Film Oy;TREENILAJI (Skidisti elokuva);50 000
Tuotantotuki;Tv-sarja;20.3.2013;Joona Louhivuori;Handle Productions Oy;Tommys supersoffa;50 000
Tuotantotuki;Tv-sarja;5.2.2013;Joona Louhivuori;Dionysos Films Oy;Klikkaa mua 2. kausi;90 000
Tuotantotuki;Lyhyt elokuva;8.10.2010;Joona Louhivuori;Helsinki-filmi Oy;BURUNGO;30 000
Tuotantotuki;Tv-sarja;5.2.2010;Jukka Asikainen;Petfilms Oy;SEIKKAILIJA SAKU (tv-sarja) (elvytys);45 000
Tuotantotuki;Tv-sarja;19.9.2012;Jukka Asikainen;Fisher King Production Oy;Nymfit (tv-sarja);140 000
Tuotantotuki;Tv-sarja;15.9.2010;Jukka Asikainen;Dionysos Films Oy;KLIKKAA MUA (tv-sarja 12x43 min);70 000
Tuotantotuki;Tv-sarja;15.6.2010;Jukka Asikainen;Solar Television Oy;RATKAISEVA ISKU (tv-sarja 8x45 min) (elvytys);60 000
Tuotantotuki;Tv-sarja;1.6.2010;Jukka Asikainen;Helsinki-filmi Oy;DÄR VI EN GÅNG GÅTT (elvytys)(tv-sarja);143 000
Tuotantotuki;Tv-sarja;27.10.2009;Jukka Asikainen;Moskito Television Oy;HELPPO ELÄMÄ (tv-sarja 12x50 min.)(elvytys);100 000
Tuotantotuki;Tv-sarja;8.10.2009;Jukka Asikainen;Tuotanto Oy Säihky;NUORET NEROT (tv-saja 3x60 min.)(elvytys);60 000
Tuotantotuki;Tv-sarja;8.10.2009;Jukka Asikainen;Tuotanto Oy Säihky;PULLUKAT (tv-sarja 3x60min.)(elvytys);60 000
Tuotantotuki;Tv-sarja;24.9.2009;Jukka Asikainen;FremantleMedia Finland Oy;AVSKED (tv-sarja 3x60 min) (elvytys);150 000
Tuotantotuki;Tv-sarja;18.6.2009;Jukka Asikainen;Production House OY Finland;SIINÄ NÄKIJÄ MISSÄ TEKIJÄ (tv-sarja, 2x58) (elvytys);140 000
Tuotantotuki;Tv-sarja;3.4.2009;Jukka Asikainen;Dionysos Films Oy;MÖKKI (tv-sarja 3x50 min);140 000
Tuotantotuki;Tv-sarja;13.3.2009;Jukka Asikainen;Making Movies - Nordberg & Aho Oy;LOPUN ALKU (2X55min tv-sarja);130 000
Tuotantotuki;Tv-sarja;10.3.2009;Jukka Asikainen;Zodiak Television Finland Oy Ab;HAVAHTUMINEN (tv-sarja 3x42);130 000
Tuotantotuki;Tv-sarja;31.10.2008;Jukka Asikainen;Kinotar Oy (vanha);JÄLKILÄMPÖ (3x52 tv-sarja);150 000
Tuotantotuki;Tv-sarja;5.3.2008;Jukka Asikainen;Kinoproduction Oy;COLORADO AVENUE (tv-sarja 2x90 min);13 000
Tuotantotuki;Pitkä animaatioelokuva;30.5.2012;Kaisu Isto;Oy Bufo Ab;Lisa Limone (kv-yhteistuotanto);140 000
Tuotantotuki;Pitkä animaatioelokuva;24.4.2013;Hannu Tuomainen;Handle Productions Oy;Muumit Rivieralla;700 000
Tuotantotuki;Pitkä animaatioelokuva;18.3.2011;Kaisu Isto;Osmo Production Oy;KUNINGAS NALIN TARINA;700 000
Tuotantotuki;Pitkä animaatioelokuva;8.2.2011;Kaisu Isto;Animaker Oy;NIKO 2;700 000
Tuotantotuki;Pitkä animaatioelokuva;26.3.2010;Kaisu Isto;ZOT Oy lakannut 10.7.2012;MAAGINEN KRISTALLI (3D versio);70 000
Tuotantotuki;Pitkä animaatioelokuva;18.2.2010;Jukka Asikainen;Oy Filmkompaniet Alpha Ab;MUUMI JA PUNAINEN PYRSTÖTÄHTI;350 000
Tuotantotuki;Pitkä animaatioelokuva;26.6.2008;Kaisu Isto;ZOT Oy lakannut 10.7.2012;MAAGINEN KRISTALLI;400 000
Tuotantotuki;Pitkä animaatioelokuva;15.2.2008;Jukka Asikainen;Oy Filmkompaniet Alpha Ab;MUUMI JA VAARALLINEN JUHANNUS;135 000
Tuotantotuki;Dokumenttielokuva;17.9.2015;Elina Kivihalme;Katharsis Films Oy;Suomenlahti;80 000
Tuotantotuki;Dokumenttielokuva;4.6.2015;Elina Kivihalme;Funfar Films Oy;Ristin tie;30 000
Tuotantotuki;Dokumenttielokuva;4.6.2015;Elina Kivihalme;Luxian productions Oy;The Green Mine;90 000
Tuotantotuki;Dokumenttielokuva;4.6.2015;Elina Kivihalme;Mouka Filmi Oy;School of Democracy (kv-yhteistuotanto);25 000
Tuotantotuki;Dokumenttielokuva;4.6.2015;Elina Kivihalme;Pohjola-filmi Oy;Isäni tähtien takaa;120 000
Tuotantotuki;Dokumenttielokuva;4.6.2015;Elina Kivihalme;Tuffi Films Oy;Transformation (kv-yhteistuotanto);20 200
Tuotantotuki;Dokumenttielokuva;4.6.2015;Elina Kivihalme;Zone2 Pictures Oy;Paha poliisi;100 000
Tuotantotuki;Dokumenttielokuva;2.4.2015;Elina Kivihalme;Art Films production AFP Oy;Valkoinen raivo;110 000
Tuotantotuki;Dokumenttielokuva;2.4.2015;Elina Kivihalme;Elokuvayhtiö Oy Aamu Ab;PUHTAUS JA VAARA (työnimi);65 000
Tuotantotuki;Dokumenttielokuva;2.4.2015;Elina Kivihalme;Giron Filmi Oy;Pyhä;25 000
Tuotantotuki;Dokumenttielokuva;2.4.2015;Elina Kivihalme;Intergalactik Oy;Parasta mitä meille voi tapahtua;100 000
Tuotantotuki;Dokumenttielokuva;2.4.2015;Elina Kivihalme;Kinocompany Finland Oy;Anteeksiantamaton;80 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;DocArt Ky;Sodankylän Jeanne d'Arc (ent. Kasvun vuodet);60 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Filmimaa Oy;Sielunmetsä;70 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Illume Oy;Magnitsky List (kv-yhteistuotanto);50 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Monami-Agency Oy;Diving into the unknown;145 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Mouka Filmi Oy;Multa vietiin hammasharja;110 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Oktober Oy;The Language of Silence (kv-yhteistuotanto);19 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Oy GIG Ab;In God We Trust: Jumalan nimissä;76 800
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Saamifilmi Oy;New Norway;100 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Tuffi Films Oy;Hentokeijukorento;85 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;Visiokolmio Oy;JÄTE - WASTE;70 000
Tuotantotuki;Dokumenttielokuva;5.2.2015;Elina Kivihalme;napafilms oy;Paradise Gowns (kv-yhteistuotanto);25 000
Tuotantotuki;Dokumenttielokuva;22.12.2014;Elina Kivihalme;MRP Matila Röhr Productions Oy;Järven tarina;130 000
Tuotantotuki;Dokumenttielokuva;22.10.2014;Elina Kivihalme;Brutal de Lux Oy;Kointähti;35 250
Tuotantotuki;Dokumenttielokuva;22.10.2014;Elina Kivihalme;Ilokuva, Naukkarinen&Co;Tizzi, Miriam ja Allan;35 250
Tuotantotuki;Dokumenttielokuva;18.9.2014;Elina Kivihalme;Illume Oy;Tunteiden Temppelit;55 000
Tuotantotuki;Dokumenttielokuva;5.6.2014;Elina Kivihalme;Illume Oy;OMPELIJATAR;80 000
Tuotantotuki;Dokumenttielokuva;4.6.2014;Elina Kivihalme;Helsinki-filmi Oy;Netizen Mo (ent. Revolutions Online);60 000
Tuotantotuki;Dokumenttielokuva;4.6.2014;Elina Kivihalme;Helsinki-filmi Oy;Placebo (kv-yhteistuotanto);37 000
Tuotantotuki;Dokumenttielokuva;4.6.2014;Elina Kivihalme;Kinocompany Finland Oy;Sotasankarit;40 000
Tuotantotuki;Dokumenttielokuva;4.6.2014;Elina Kivihalme;Kinokokko Ky;Kanarialinnut;25 000
Tuotantotuki;Dokumenttielokuva;4.6.2014;Elina Kivihalme;Oktober Oy;Kuun metsän Kaisa;85 000
Tuotantotuki;Dokumenttielokuva;4.6.2014;Elina Kivihalme;Oy Millennium Film Ltd;Little Yellow Boots / Keltaiset Kumpparit;130 000
Tuotantotuki;Dokumenttielokuva;2.4.2014;Elina Kivihalme;Elokuvatuotantoyhtiö Made Oy;Don Juan (ent. Love Me And Let Me Go) (kv-yhteistuotanto);40 000
Tuotantotuki;Dokumenttielokuva;2.4.2014;Elina Kivihalme;Fisher King Production Oy;HOME;70 000
Tuotantotuki;Dokumenttielokuva;2.4.2014;Elina Kivihalme;Making Movies - Nordberg & Aho Oy;Look of Silence (kv-yhteistuotanto);40 000
Tuotantotuki;Dokumenttielokuva;2.4.2014;Elina Kivihalme;Making Movies - Nordberg & Aho Oy;West 21st Street;30 000
Tuotantotuki;Dokumenttielokuva;2.4.2014;Elina Kivihalme;Pohjola-filmi Oy;Onnelliset (ent. Onnen ammattilaiset);145 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;Emerald Gate Industries Oy;Spandex Sapiens;72 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;First Floor Productions Oy;Battle for Rio (kv-yhteistuotanto);30 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;Helsinki-filmi Oy;Presidentintekijät;80 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;JW Documentaries Oy;LAND (kv-yhteistuotanto);25 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;Mouka Filmi Oy;Ida's Diary (kv-yhteistuotanto);38 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;Pohjola-filmi Oy;Marzia, ystäväni (ent. Naisten Afganistan);130 000
Tuotantotuki;Dokumenttielokuva;4.2.2014;Elina Kivihalme;napafilms oy;Ice Queens;120 000
Tuotantotuki;Dokumenttielokuva;9.12.2013;Elina Kivihalme;Avanton Productions Oy;Blood Sisters (kv-yhteistuotanto);20 000
Tuotantotuki;Dokumenttielokuva;9.12.2013;Elina Kivihalme;Oy Millennium Film Ltd;SPEGLINGAR- en resa till förlorade paradis;35 000
Tuotantotuki;Dokumenttielokuva;23.10.2013;Elina Kivihalme;Avanton Productions Oy;Matka minuksi (ent. Toinen Maailma);102 000
Tuotantotuki;Dokumenttielokuva;23.10.2013;Elina Kivihalme;Guerilla Films Oy;HYVÄSTI AFRIKKA ( ent. Priorto Farewell);60 000
Tuotantotuki;Dokumenttielokuva;18.9.2013;Elina Kivihalme;Illume Oy;Sokurovin ääni (ent. Aleksandr Sokurovin elokuvamaailma);50 000
Tuotantotuki;Dokumenttielokuva;29.4.2013;Miia Haavisto;Cine Works Oy;SUURLÄHETTILÄS (kv-yhteistuotanto;36 000
Tuotantotuki;Dokumenttielokuva;24.4.2013;Elina Kivihalme;Inland Film Company Oy;Uusi suomalainen;44 000
Tuotantotuki;Dokumenttielokuva;24.4.2013;Elina Kivihalme;Helsinki-filmi Oy;Concerning Violence (kv-yhteistuotanto);38 000
Tuotantotuki;Dokumenttielokuva;24.4.2013;Elina Kivihalme;Mediatehdas Dakar Oy;Swing game (ent. Game Plan);87 000
Tuotantotuki;Dokumenttielokuva;24.4.2013;Elina Kivihalme;Mouka Filmi Oy;The Visit (kv-yhteistuotanto);45 000
Tuotantotuki;Dokumenttielokuva;20.3.2013;Elina Kivihalme;Mouka Filmi Oy;Näin unta elämästä;90 000
Tuotantotuki;Dokumenttielokuva;20.3.2013;Elina Kivihalme;Making Movies - Nordberg & Aho Oy;Jesus Lives in Siberia (kv-yhteistuotanto);42 000
Tuotantotuki;Dokumenttielokuva;20.3.2013;Elina Kivihalme;Moshfish Helsinki Oy;The Boys of Bensonhurst, Brooklyn;90 000
Tuotantotuki;Dokumenttielokuva;20.3.2013;Elina Kivihalme;Illume Oy;Minä, Himmler ja kantele;80 000
Tuotantotuki;Dokumenttielokuva;20.3.2013;Elina Kivihalme;Oktober Oy;Mother's Wish;175 000
Tuotantotuki;Dokumenttielokuva;12.3.2013;Elina Kivihalme;Ronkainen Mika;Risto Jarva palkinto 2013;5 000
Tuotantotuki;Dokumenttielokuva;5.2.2013;Elina Kivihalme;Oktober Oy;If I can´t dance (ent. Slow Motion Revolution) (kv-yhteistuotanto);22 000
Tuotantotuki;Dokumenttielokuva;5.2.2013;Elina Kivihalme;Avanton Productions Oy;Vive La France (kv-yhteistuotanto);28 000
Tuotantotuki;Dokumenttielokuva;5.2.2013;Elina Kivihalme;Elokuvatuotantoyhtiö Made Oy;EDEN;110 000
Tuotantotuki;Dokumenttielokuva;5.2.2013;Elina Kivihalme;First Floor Productions Oy;Hätäpuhelu;185 000
Tuotantotuki;Dokumenttielokuva;5.2.2013;Elina Kivihalme;Illume Oy;Monsterimiesi (ent. Lordi);120 000
Tuotantotuki;Dokumenttielokuva;5.2.2013;Elina Kivihalme;Making Movies - Nordberg & Aho Oy;Love & Engineering;80 000
Tuotantotuki;Dokumenttielokuva;5.12.2012;Elina Kivihalme;For Real Productions FRP Oy;American Vagabond;80 000
Tuotantotuki;Dokumenttielokuva;19.9.2012;Elina Kivihalme;Poetry in Motion Oy;A Chair Fit For An Angel (kv-yhteistuotanto);55 000
Tuotantotuki;Dokumenttielokuva;19.9.2012;Elina Kivihalme;Helmi Films Oy;Estherin kehä;87 000
Tuotantotuki;Dokumenttielokuva;30.5.2012;Elina Kivihalme;Elokuvatuotantoyhtiö Made Oy;Alcan Highway;75 000
Tuotantotuki;Dokumenttielokuva;25.4.2012;Elina Kivihalme;Helsinki-filmi Oy;Mercy Mercy (kv-yhteistuotanto);24 000
Tuotantotuki;Dokumenttielokuva;25.4.2012;Elina Kivihalme;Mouka Filmi Oy;In the Country (kv-yhteistuotanto);45 000
Tuotantotuki;Dokumenttielokuva;25.4.2012;Elina Kivihalme;Unifilm Oy;Tavarataivas;142 000
Tuotantotuki;Dokumenttielokuva;25.4.2012;Elina Kivihalme;Vaski Filmi Oy;Ana and I (kv-yhteistuotanto);28 000
Tuotantotuki;Dokumenttielokuva;21.3.2012;Elina Kivihalme;Saamifilmi Oy;Olga (kv-yhteistuotanto);90 000
Tuotantotuki;Dokumenttielokuva;21.3.2012;Elina Kivihalme;Kinoproduction Oy;6954 kilometriä kotiin (ent. Kotia kohti);40 000
Tuotantotuki;Dokumenttielokuva;21.3.2012;Elina Kivihalme;Oktober Oy;Hukkamies;98 000
Tuotantotuki;Dokumenttielokuva;21.3.2012;Elina Kivihalme;Elokuvatuotantoyhtiö Made Oy;Naapurit;80 000
Tuotantotuki;Dokumenttielokuva;21.3.2012;Elina Kivihalme;Helsinki-filmi Oy;Tuulensieppaajat;100 000
Tuotantotuki;Dokumenttielokuva;8.2.2012;Elina Kivihalme;Making Movies - Nordberg & Aho Oy;Happiness (kv-yhteistuotanto);50 000
Tuotantotuki;Dokumenttielokuva;8.2.2012;Elina Kivihalme;Marianna Films Oy;Kuningas Litmanen (ent. Jari Litmanen);120 000
Tuotantotuki;Dokumenttielokuva;8.2.2012;Elina Kivihalme;Vaski Filmi Oy;Say Sing;70 000
Tuotantotuki;Dokumenttielokuva;7.12.2011;Elina Kivihalme;Filmimaa Oy;Hilton!;135 000
Tuotantotuki;Dokumenttielokuva;13.9.2011;Elina Kivihalme;Kinocompany Finland Oy;VENÄJÄN VAPAIN MIES;120 000
Tuotantotuki;Dokumenttielokuva;13.9.2011;Elina Kivihalme;Tuffi Films Oy;KAKSI LAULAJAA;80 000
Tuotantotuki;Dokumenttielokuva;3.6.2011;Elina Kivihalme;MRP Matila Röhr Productions Oy;Metsän tarina;50 000
Tuotantotuki;Dokumenttielokuva;1.6.2011;Elina Kivihalme;Illume Oy;POSKI POSKEA VASTEN (CHEEK TO CHEEK) (kv-yhteistuotanto);35 000
Tuotantotuki;Dokumenttielokuva;1.6.2011;Elina Kivihalme;Illume Oy;Taistelu Turusta (digitaalinen esityskopio);4 000
Tuotantotuki;Dokumenttielokuva;1.6.2011;Elina Kivihalme;Kinosto Oy;Viru - tarinoita hotellista;80 000
Tuotantotuki;Dokumenttielokuva;1.6.2011;Elina Kivihalme;NBB Navy Blue Bird Oy;Chimeras (ent. Yli lohikäärmeen portin);75 000
Tuotantotuki;Dokumenttielokuva;27.4.2011;Elina Kivihalme;Funny Films Oy;Rouva Presidentti;130 000
Tuotantotuki;Dokumenttielokuva;18.3.2011;Elina Kivihalme;Illume Oy;Ice Age and the American Apartheid;50 000
Tuotantotuki;Dokumenttielokuva;18.3.2011;Elina Kivihalme;Art Films production AFP Oy;Sinivalkoinen valhe;120 000
Tuotantotuki;Dokumenttielokuva;18.3.2011;Elina Kivihalme;First Floor Productions Oy;Kaputt - Man and A Mission;100 000
Tuotantotuki;Dokumenttielokuva;18.3.2011;Elina Kivihalme;Luxian productions Oy;PUNAISEN METSÄN HOTELLI;66 880
Tuotantotuki;Dokumenttielokuva;8.2.2011;Elina Kivihalme;Filmimaa Oy;Salla - Selling the Silence (35 mm);7 805
Tuotantotuki;Dokumenttielokuva;8.2.2011;Elina Kivihalme;Hakalax Productions Oy;BODY OF GOD;25 000
Tuotantotuki;Dokumenttielokuva;8.2.2011;Elina Kivihalme;Vaski Filmi Oy;PLANET OF SNAIL (kv-yhteistuotanto);30 000
Tuotantotuki;Dokumenttielokuva;8.12.2010;Miia Haavisto;Jaakko Ilkka productions Oy;MACULA;25 000
Tuotantotuki;Dokumenttielokuva;8.12.2010;Miia Haavisto;Jörn Donner Productions Oy;YKSINTEOIN 2;100 000
Tuotantotuki;Dokumenttielokuva;8.12.2010;Miia Haavisto;Making Movies - Nordberg & Aho Oy;SINKKUELÄMÄN SÄÄNNÖT - RULES OF SINGLE LIFE (35 mm kopio);9 500
Tuotantotuki;Dokumenttielokuva;2.11.2010;Miia Haavisto;Art Films production AFP Oy;VOITTAJAT JA VOITETUT;20 000
Tuotantotuki;Dokumenttielokuva;27.10.2010;Miia Haavisto;Mouka Filmi Oy;KOVASIKAJUTTU (ent.PERTTI KURIKAN NIMIPÄIVÄT);88 000
Tuotantotuki;Dokumenttielokuva;27.10.2010;Miia Haavisto;First Floor Productions Oy;IN THE DARK ROOM (kv-yhteistuotanto);42 000
Tuotantotuki;Dokumenttielokuva;27.10.2010;Miia Haavisto;Aito Media Oy;SIELUNPELASTAJAT (35mm kopio);5 300
Tuotantotuki;Dokumenttielokuva;21.10.2010;Miia Haavisto;Koskela Art & Media House Ky;SOUNDBREAKER (ent. Ice bellows);45 000
Tuotantotuki;Dokumenttielokuva;13.10.2010;Miia Haavisto;Oy Millennium Film Ltd;ITO (35 mm kopio);4 200
Tuotantotuki;Dokumenttielokuva;15.9.2010;Miia Haavisto;Avanton Productions Oy;RAKKAUS RIITTÄÄ;68 000
Tuotantotuki;Dokumenttielokuva;6.9.2010;Miia Haavisto;Illume Oy;Lastuja - taiteilijasuvun vuosisata (ent. Suuri linja);40 000
Tuotantotuki;Dokumenttielokuva;6.9.2010;Miia Haavisto;Illume Oy;TAISTELU TURUSTA;30 000
Tuotantotuki;Dokumenttielokuva;2.7.2010;Miia Haavisto;Making Movies - Nordberg & Aho Oy;COMRADE, WHERE ARE YOU TODAY?(kv-yhteistuotanto);40 000
Tuotantotuki;Dokumenttielokuva;1.7.2010;Miia Haavisto;Illume Oy;JÄÄMARSSI;62 000
Tuotantotuki;Dokumenttielokuva;21.6.2010;Miia Haavisto;First Floor Productions Oy;MURROS - FC HAKA;80 000
Tuotantotuki;Dokumenttielokuva;9.6.2010;Miia Haavisto;Kiti Luostarinen Production Ky;KOTONA KYLÄSSÄ;70 000
Tuotantotuki;Dokumenttielokuva;2.6.2010;Miia Haavisto;Making Movies - Nordberg & Aho Oy;FREE THE MIND (kv-yhteistuotanto);24 000
Tuotantotuki;Dokumenttielokuva;28.5.2010;Miia Haavisto;Bronson Club Oy;REINDEERSPOTTING 35mm kopio;7 595
Tuotantotuki;Dokumenttielokuva;24.5.2010;Miia Haavisto;Klaffi Tuotannot Oy;FINSKT BLOD SVENSKT HJÄRTA;90 000
Tuotantotuki;Dokumenttielokuva;7.5.2010;Miia Haavisto;Illume Oy;DANCE OF OUTLAWS;77 500
Tuotantotuki;Dokumenttielokuva;23.3.2010;Miia Haavisto;Berghäll Joonas;Risto Jarva -palkinto 2010;5 000
Tuotantotuki;Dokumenttielokuva;23.3.2010;Miia Haavisto;Hotakainen Mika;Risto Jarva -palkinto 2010;5 000
Tuotantotuki;Dokumenttielokuva;24.8.2009;Miia Haavisto;Making Movies - Nordberg & Aho Oy;RULES OF SINGLE LIFE;120 000
Tuotantotuki;Dokumenttielokuva;25.6.2009;Jukka Asikainen;Blue Media Oy;MATTI NYKÄNEN - OMIN SANOIN;90 000
Tuotantotuki;Dokumenttielokuva;27.5.2009;Miia Haavisto;First Floor Productions Oy;VAKOOJA - XV/11/69;125 000
Tuotantotuki;Dokumenttielokuva;19.6.2008;Miia Haavisto;Kinotar Oy (vanha);Atomin paluu (Ent. Laitos);170 000
Tuotantotuki;Pitkä lasten ja nuorten elokuva;4.6.2014;Hannu Tuomainen;Solar Films Inc. Oy;Hevisaurus;670 000
Tuotantotuki;Pitkä lasten ja nuorten elokuva;8.2.2011;Jukka Asikainen;Kinotar Oy (vanha);Risto Räppääjä ja viileä Venla;650 000
